"Site Name","Event Name","Lat","Long","Date","State","County","Category","Protocol","Protocol Url","Study Plan","Study Plan Url","Program","Program Url","Organization","Organization Url","URL","Data Provider"
"YFI00001-000841","YF 2014 sites","44.29027","-114.71874","2014-10-05T14:18:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"YFI00001-000231","YF 2014 sites","44.41433","-114.63318","2014-06-30T10:30:00","Idaho","Custer County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Yankee Fork Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Watershed Solutions","https://www.monitoringresources.org/Resources/Organization/Detail/158","","ChampMonitoring.org"
"CBW05583-150898","Post Fire","44.2623","-119.24986","2014-09-04T07:01:00","Oregon","Grant County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - John Day Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-239083","hitch_all_Aug6toend_Entiat","47.68637","-120.34012","2014-09-21T10:16:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"WAW05541-006677","hitch_all_Aug6toend_Entiat","47.7886","-120.44544","2014-10-03T07:03:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Entiat Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-014617","hitch_all_Aug6toend_Methow","48.5788","-120.15646","2014-09-23T14:00:00","Washington","Okanogan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Methow Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-033561","hitch_all_Aug6toend_Methow","48.44964","-120.55279","2014-09-07T13:51:00","Washington","Okanogan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Methow Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"CBW05583-481459","Hitch 7","46.50457","-118.05307","2014-10-20T08:00:00","Washington","Columbia County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ELR","https://www.monitoringresources.org/Resources/Organization/Detail/9","","ChampMonitoring.org"
"CBW05583-339839","Tt Snorkel Hitch","46.41161","-117.73945","2014-08-21T08:01:00","Washington","Columbia County","Fish","BPA – MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance","","CHaMP - Tucannon Watershed Habitat Monitoring Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"AEM001-Mill_Control","Mill Creek Action Effectiveness Hitch","44.86249","-121.47827","2013-10-15T12:13:00","Oregon","Wasco County","Classification of Ecological or Geological Attribute, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Warm Springs Tribe","https://www.monitoringresources.org/Resources/Organization/Detail/8","","ChampMonitoring.org"
"TET00001-Nason_Impact","Colin Nason Hitch","47.76019","-120.73553","2014-06-25T12:12:00","Washington","Chelan County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"TET00001-YakimaBillys_Control","Yakima Hitch 2014","46.56863","-120.46629","2014-07-17T08:16:00","Washington","Yakima County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"GCT00001-GraniteTreatment","CTUIR_Region17_Fish","44.82493","-118.45321","2014-08-25T09:18:00","Oregon","Grant County","Fish, Landscape Form and Geomorphology, Other","Coordinated MBACI Protocol for Estimating Instream Juvenile Salmonid Abundance_AEM","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","CTUIR","https://www.monitoringresources.org/Resources/Organization/Detail/33","","ChampMonitoring.org"
"AEM001-ChewuchRight_Control","Colin Chewuch Hitch","48.72466","-120.12916","2014-07-31T11:17:00","Washington","Okanogan County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"AEM001-UpperWhitePine_Control","Colin Upper White Pine Hitch","47.78","-120.88366","2014-08-06T07:30:00","Washington","Chelan County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"CBW05583-092986","ODFW Medium Streams","45.19988","-118.40318","2014-07-15T09:01:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","ODFW","https://www.monitoringresources.org/Resources/Organization/Detail/23","","ChampMonitoring.org"
"CBW05583-138554","CRITFC Upper Grande Ronde 2014","45.06029","-118.45523","2014-06-21T13:01:00","Oregon","Union County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CRITFC","https://www.monitoringresources.org/Resources/Organization/Detail/6","","ChampMonitoring.org"
"CBW05583-360346","CTUIR_RockCreek","45.33125","-118.21793","2015-06-22T09:40:00","Oregon","Union County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Site Level Stream Habitat Assessment Survey","","CHaMP - Upper Grande Ronde Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","CTUIR","https://www.monitoringresources.org/Resources/Organization/Detail/33","","ChampMonitoring.org"
"CBW05583-382123","Hitch4_Steve_Aug20toAug27_LittleWenatchee","47.83658","-120.88714","2014-08-20T13:06:00","Washington","Chelan County","Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils, Vegetation/Plants, Water Quality","Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP)","","CHaMP - Wenatchee Scientific Protocol for Salmonid Habitat Surveys within the Columbia Habitat Monitoring Program (CHaMP) v4.0","","CHaMP (Columbia Habitat Monitoring Program)","http://www.champmonitoring.org/","Terraqua","https://www.monitoringresources.org/Resources/Organization/Detail/54","","ChampMonitoring.org"
"MET00001-RM10_mainstem_Control","Colin UCSRB sites","48.70742","-120.12317","2014-10-08T08:21:00","Washington","Okanogan County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Other, Sediment/Substrate/Soils","BPA MBACI Monitoring Effectiveness of Instream Habitat Projects (Bank Stabilization)","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"TET00001-Eschbach_Impact","Yakima Hitch 2014","46.67647","-120.64901","2014-07-07T11:46:00","Washington","Yakima County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"AEM001-ChewuchCampground_Treatment","Colin Chewuch Hitch","48.58549","-120.16718","2014-07-29T16:13:00","Washington","Okanogan County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
"TET00001-LowDosewallipsP4_Control","Tt Aug-Oct Hitch 2015","47.70167","-122.92728","2015-08-12T15:41:00","Washington","Jefferson County","Classification of Ecological or Geological Attribute, Disturbance/Restoration, Fish, Hydrology/Water Quantity, Landscape Form and Geomorphology, Macroinvertebrates, Other, Sediment/Substrate/Soils","BPA MBACI Protocol for Monitoring the Effectiveness of Off-Channel Habitat / Floodplain Enhancement Projects","","Action Effectiveness Monitoring BPA – MBACI Protocol for Monitoring the Effectiveness of Partial Barrier Projects v1.0","","BPA's Action Effectiveness Monitoring (AEM) Program ","","Tetra Tech","https://www.monitoringresources.org/Resources/Organization/Detail/32","","ChampMonitoring.org"
