metric_title,protocol_title,method_title_list
"""Survival: Fish""","""Avian Predation on Juvenile Salmonids in the Columbia River Estuary""","[""Colony Counts - Attendance, Chronology, and Disturbance v1.0"", ""Collection of Avian Stomach Contents to Determine Diet Composition v1.0"", ""Colony Counts - Size, Productivity and Habitat Use v1.0"", ""Banding and Band Resighting for Caspian Terns and Double-Crested Cormorants v1.0"", ""Chick Carcass Survey v1.0"", ""Detecting the Formation of New Bird Colonies v1.0"", ""Recovery of Salmonid PIT Tags on Bird Colonies to Determine Predation Rates v1.0"", ""Bioenergetics Modeling to Determine Fish Consumption by Bird Colonies v1.0"", ""Fish Watch – Caspian Tern Bill Load Observations to Determine Diet Composition v1.0""]"
"""Survival: Fish""","""Juvenile Salmonid Enumeration at Fish Screening and Bypass Facilities""","[""PIT tag marking procedures v2.0"", ""Scale Ageing v1.0"", ""Identifying Fin Marks On Salmonids v1.0"", ""Downloading PIT tag observation data from PTAGIS v1.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""File conversion, travel-time and survival estimation with the software program PitPro v1.0"", ""Qualitative smolt index for salmonids v1.0"", ""PIT-tagging Juvenile Salmonids Collected at a Juvenile Fish Screening and Bypass Facility v1.0"", ""Assessment of Fish Condition v1.0"", ""Fulton's Fish Condition Factor v1.0"", ""Fish wet weight v1.0"", ""Calculating a Mean, Variance and Standard Deviation v1.0"", ""Estimating Juvenile Salmonid Abundance for a Partial Capture Trap Using Mark-recapture v1.0"", ""Juvenile Emigration Timing v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Scale Collection at Juvenile Salmonid Traps for Aging Analysis v1.0"", ""Counting and Collecting Juvenile Salmonids at a Juvenile Fish Screening and Bypass Facility v1.0"", ""Juvenile Salmonid Collection Estimates at a Juvenile Fish Screening and Bypass Facility v1.0""]"
"""Survival: Fish""","""KRRFM - Burbot Early Life Studies: WMA Ponds (1988-065-00)""","[""Growth Rate for Individual Fish v1.0"", ""Tukey's Honestly Significant Difference Test v1.0"", ""Limnological survey- Collecting Zooplankton v1.0"", ""Standard Operating Procedures for the Collection and Analysis of Dissolved Oxygen (Winkler Method) v1.0"", ""Standard Operating Procedures for Continuous Temperature Monitoring of Fresh Water Rivers and Streams. v1.0"", ""Beach Seine - Perpendicular Set v1.0"", ""Analysis of Variance Models v1.0"", ""Measuring Fish Length: Total length v1.0"", ""PIT tag marking procedures v1.0""]"
"""Survival: Fish""","""KRRFM - Burbot Adult and Juvenile Stock Assessment (1988-065-00)""","[""Hoop Netting v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Passive telemetry array deployment and data collection v1.0"", ""Surgical Implantation of Tags in Fish v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Tissue sampling for Parentage Based Tagging v1.0"", ""PIT tag marking procedures v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Parentage assignments using SNPPIT software v1.0"", ""Fish wet weight v1.0""]"
"""Survival: Fish""","""Identify behavioral and physiological traits under selection through laboratory-scale research 1993-056-00""","[""Growth Rate for Individual Fish v1.0"", ""Microsatellite genotyping of Oncorhynchus mykiss using standardized SPAN loci v1.0"", ""Fin tissue sampling for genetic analysis v1.0"", ""Genetic Sex Marker for O. mykiss and O. tshawytscha v1.0"", ""DNeasy® 96 Fin tissue DNA Extraction Kit Protocol v1.0"", ""Seawater challenge assay v1.0"", ""Assess salmonid  smolt development v1.0"", ""Automated migration behavior assay v1.0"", ""Behavior assesment of juvenile salmonids v1.0"", ""PIT tag marking procedures v1.0"", ""Fish wet weight v1.0"", ""Qualitative smolt index for salmonids v1.0"", ""Monitor survival and mortality rates of fish v1.0"", ""Automated feeding behavior data collection  using PIT tags v1.0"", ""Adipose Fin Clip v1.0"", ""Measuring Fish Length: Fork length v1.0"", ""Physiological Assessment of Maturation of Male Salmon and Steelhead v1.0"", ""Relative reproductive success (RRS) of hatchery and wild adults v1.0""]"
"""Survival: Fish""","""Survival to emergence and out-migration timing (1995-011-00)""","[""Salmonid Egg Planting v1.0"", ""Salmonid egg survival and development (experimental tubes) v1.0""]"
"""Survival: Fish""","""ISEMP Cooperator Rotary Screw Trap Operation""","[""Rotary Screw Trap Mark-Recapture Salmonid Outmigration Abundance Estimate v1.0"", ""PIT tag marking procedures v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Fin tissue sampling for genetic analysis v1.0"", ""Emigration Trapping (using rotary screw traps) v1.0"", ""Genetic sampling and storage using Chromatography filter paper v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Fish wet weight v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Rotary Screw Trap-Fish Count By Species Group v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Rotary Screw Trap-Efficiency Trial v1.0""]"
"""Survival: Fish""","""KRRFM - Adult White Sturgeon Evaluation""","[""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""PIT tag marking procedures v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Surgical Implantation of Tags in Fish v1.0"", ""Adult sturgeon setlining v1.0"", ""Adult sturgeon population demographics v1.0"", ""Hook-and-line sampling (angling) v1.0"", ""Fish wet weight v1.0"", ""Fulton's Fish Condition Factor v1.0""]"
"""Survival: Fish""","""Improve survival and reduce fitness loss of upper Columbia River steelhead at Winthrop National Fish Hatchery (1993-056-00)""","[""PIT tag marking procedures v1.0"", ""Electrofishing - Backpack - Mark v1.0"", ""Physiological Assessment of Maturation of Male Salmon and Steelhead v1.0"", ""Measuring Fish Length: Fork length v1.0"", ""Hook-and-line sampling (angling) v1.0"", ""Travel time estimates based on PIT Tag dataset v1.0"", ""Assess salmonid  smolt development v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Fish wet weight v1.0"", ""Electrofishing - Drift Boat - Mark v1.0"", ""Qualitative smolt index for salmonids v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0""]"
"""Survival: Fish""","""Redband Trout Repatriation Project""","[""Smolt Abundance v1.0"", ""Weirs v1.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""Adult Weir Operation v1.0"", ""Fulton's Fish Condition Factor v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Genetic sampling and storage using Chromatography filter paper v1.0"", ""PIT tag marking procedures v2.0"", ""Juvenile salmonid growth during hatchery rearing v1.0"", ""Estimating Adult Spawner Abundance v1.0"", ""Rotary Screw Trap Deployment and Operation v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Weights: adult sampling at hatchery v1.0""]"
"""Survival: Fish""","""Juvenile Salmonid Enumeration using a Partial Capture Trap""","[""Calculating a Mean, Variance and Standard Deviation v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""File conversion, travel-time and survival estimation with the software program PitPro v1.0"", ""Qualitative smolt index for salmonids v1.0"", ""Rotary Screw Trap-Efficiency Trial v1.0"", ""Scale Collection at Juvenile Salmonid Traps for Aging Analysis v1.0"", ""Estimating Juvenile Salmonid Abundance for a Partial Capture Trap Using Mark-recapture v1.0"", ""Assessment of Fish Condition v1.0"", ""Fulton's Fish Condition Factor v1.0"", ""Scale Ageing v1.0"", ""Downloading PIT tag observation data from PTAGIS v1.0"", ""Identifying Fin Marks On Salmonids v1.0"", ""PIT tag marking procedures v2.0"", ""Juvenile Emigration Timing v1.0"", ""Fish wet weight v1.0""]"
"""Survival: Fish""","""Estimate Juvenile Chinook Outmigration and Survival Using PIT Tags (2003-023-00)""","[""Calculating the smolt to adult return rate (SAR) v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0""]"
"""Survival: Fish""","""Upper Columbia River Redband Trout Assessment in Big Sheep and Onion Creeks (1997-004-00)""","[""Fish wet weight v1.0"", ""Juvenile Emigration Timing v1.0"", ""Electrofishing - Backpack - Recapture v1.0"", ""Multiple pass removal/depletion backpack electrofishing v1.0"", ""Fish Capture-Angling v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Obtaining interrogation data at a stationary PIT antenna array v1.0"", ""Using interrogation data from multiple stationary PIT antenna arrays to describe migratory pathways and patterns of movement v1.0"", ""Redd Morphology: Dimensions v1.0"", ""Calculating Detection Efficiency of Stationary PIT Tag Arrays in Streams v1.0"", ""Age-length key v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Fulton's Fish Condition Factor v1.0"", ""Obtaining scales from juvenile steelhead and Chinook salmon v1.0"", ""Redd Count Survey v1.0"", ""Measuring Fish Length: Total length v1.0"", ""Adult Run Timing v1.0"", ""Natural Spawner Abundance v1.0"", ""Population Estimate Analysis-Chapman Modification of Petersen Index v1.0"", ""Fish per redd v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Electrofishing - Backpack - Mark v1.0"", ""Estimate outmigration in small streams v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Scale Ageing v1.0"", ""PIT tag marking procedures v2.0"", ""Estimating Fish Abdundance and Density - Removal-Depletion v1.0"", ""Electrofishing - Fish Processing and Recovery v1.0"", ""Fish Density by Channel Unit and Species v1.0"", ""Obtaining scale samples from adult steelhead and salmon v1.0"", ""Calculating rate of downstream movement for individually identifiable tagged fish v1.0""]"
"""Survival: Fish""","""LPO Kokanee Egg Incubation Study (1994-047-00)""","[""Collection of Egg-to-Fry Incubation Boxes v1.0""]"
"""Survival: Fish""","""Quantifying juvenile salmonid use of a fish habitat restoration projects floodplain""","[""Physical Habitat: Substrate - Pebble Counts v2.0"", ""Percent Cover Woody Vegetation on Streambanks v1.0"", ""Measuring channel constraints v1.0"", ""Stream Discharge v1.0"", ""Vegetation Plantings Data Collection - Roegner et al. 2009 v1.0"", ""Fish wet weight v1.0"", ""Water Quality (temperature and salinity)  Data Analysis - Roegner et al. 2009 v1.0"", ""Stream Cross-sectional Discharge Measurement (wading) v1.0"", ""Growth Rate Calculation v1.0"", ""Floodplain random point sampling locations v1.0"", ""Method for Measuring Substrate v1.0"", ""Physical Habitat: Instream Fish Cover, Algae, and Aquatic Macrophytes v1.0"", ""PIT tag marking procedures v2.0"", ""Standard Operating Procedures for Instantaneous Measurements of Temperature in Water v1.0"", ""Fish Community  Data Analysis - Roegner et al. 2009 v1.0"", ""Emigration Trapping (using rotary screw traps) v1.0"", ""Fulton's Fish Condition Factor v1.0"", ""Measuring Wetted Width (Abridged Version From Characterizing Stream Morphology For Determining Area) v1.0"", ""Herbaceous Measurements - Percent Cover v1.0"", ""Bulk Streambed Sediment Sampling - Lab v1.0"", ""Calculating the smolt to adult return rate (SAR) v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Calculations and Expansions v1.0"", ""Estimating Instream Juvenile Salmonid Abundance Using Snorkeling with Binned Counts v2.0"", ""Fish Capture-Snorkel Herding v1.0"", ""Fish Condition 'Relative Weight (Wr)' v1.0"", ""Measuring Large Woody Debris (LWD) v1.0"", ""Measuring Substrate v1.0"", ""Abundance Estimation of Fish Using Multiple Mark and Recapture Data v1.0"", ""Stream Discharge - Velocity-area method & alternates v1.0"", ""Hydrology (water level) - Roegner et al. 2009 v1.0"", ""Cormack-Jolly-Seber (CJS) Model v1.0"", ""Method for Measuring Large Woody Debris (LWD) v1.0"", ""Analysis of Percent Cover Woody Vegetation on Streambanks v1.0"", ""Converting Cubic Feet per Second (CFS) to Acre Feet per day v1.0"", ""Growth Rate for Individual Fish v1.0"", ""Physical Habitat: Substrate Size and Channel Dimensions v1.0"", ""Fish Capture-Seining v1.0""]"
"""Survival: Fish""","""Snake River sockeye salmon juvenile outmigration monitoring and evaluation""","[""File conversion, travel-time and survival estimation with the software program PitPro v1.0"", ""Genetic sampling and storage using Chromatography filter paper v1.0"", ""PIT tag marking procedures v2.0"", ""Obtaining genetic samples from juvenile steelhead and Chinook salmon v1.0"", ""Smolt collection using an incline bar trap v1.0"", ""Anesthetizing fish using MS-222 v1.0"", ""Scale Ageing v1.0"", ""Estimating juvenile outmigrants using a modified Bailey estimator (Program GAUSS) v1.0"", ""Identifying Marks/Tags on Fish v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Release of smolts after biological data collection and for trap efficiency/survival data v1.0"", ""Weights: adult sampling at hatchery v1.0"", ""Age-length key v1.0""]"
"""Survival: Macroinvertebrates""","""Apply and Evaluate Freshwater Mussel Best Management Practices (BMPs) in the Columbia River Basin""","[""Quantitative Freshwater Mussel Surveys v1.0"", ""Visual Survey for Freshwater Mussels v1.0"", ""Salvage and Translocation of Freshwater Mussels during Habitat Restoration Actions v1.0""]"
"""Time: Actual""","""Okanogan Basin Monitoring & Evaluation Program -  Habitat Status and Trend""","[""Rapid Assessment Hydromodifications v1.0"", ""Habitat Type v2.0"", ""Download of surface water data collected at streamgaging stations from NWIS v1.0"", ""Vertical Stage Measurement v1.0"", ""Standard Operating Procedures for Continuous Temperature Monitoring of Fresh Water Rivers and Streams. v1.0"", ""Development of stage-discharge rating (simple) v1.0"", ""Rapid Assessment Channel Width Min_Max v1.0"", ""Rapid Assessment Wood v1.0"", ""Icing v1.0"", ""Obstructions to Fish Migration v1.0"", ""Site Measurement of Alkalinity Calculation v1.0"", ""Habitat Type - Post Processing v1.0"", ""Measuring Transect Data v2.0"", ""Bulk Streambed Sediment Sampling - Lab v1.0"", ""Channel Morphology: Stream Gradient v2.0"", ""Rapid Assessment Water Withdrawal v1.0"", ""Substrate Measurements and Pebble Counts v1.0"", ""Rapid Assessment Channel Length v1.0"", ""Ecosystem Diagnosis and Treatment (EDT) v1.0"", ""Benthic Macroinvertebrates v1.0"", ""Stream Cross-sectional Discharge Measurement (wading) v1.0"", ""Bulk Streambed Sediment Sampling - Field v2.0""]"
"""Time: Actual""","""DWR Real time water quality data collection""","[""DWR Real-time water quality sonde swap and retrieval v1.0"", ""DWR Real-time water quality sonde calibration v1.0"", ""DWR Real-time water quality sonde deployment v1.0""]"
"""Time: Actual""","""Lake Roosevelt White Sturgeon - Acoustic Telemetry (Longitudinal Array)""","[""Downloading Vemco Receiver Array v1.0""]"
"""Time: Actual""","""Field Sampling for Validation of Fish Community Monitoring Protocol in the Mainstem Willamette River""","[""Site Characteristics:  Weather v1.0"", ""Stream Discharge v1.0"", ""Measuring Fish Length: Fork length v2.0"", ""Electrofishing - Drift Boat - Mark v1.0"", ""Electrofishing - Backpack - Mark v1.0"", ""Water Chemistry (EMAP) v1.0"", ""Measuring water clarity with a Secchi disc v1.0"", ""Date and Time (ISO International Standard) v1.0"", ""Characterizing Stream Morphology, Thalweg Profile v1.0"", ""Measuring Water Depth of Electrofishing Transects v1.0"", ""Riparian Vegetation Survey of Nearest Bank while Electrofishing v1.0"", ""Physical Habitat: Substrate Size and Channel Dimensions v1.0""]"
"""Time: Actual""","""Underwood Conservation District Continuous Temperature Monitoring 2021 update""","[""Estimate the Number of Days in a Year that Water Temperature Was Out of Compliance v1.0"", ""Deployment and Recovery of Water Temperature Data Loggers in Rivers and Streams v1.0""]"
"""Time: Actual""","""Okanogan Basin Monitoring & Evaluation Program -  Habitat Monitoring""","[""Laying Out Control and Impact Stream Reaches for Wadeable Streams v1.0"", ""Measuring Transect Data v1.0"", ""Measuring Large Woody Debris (LWD) v1.0"", ""Transect Layout in Reach with Braided Channel/Measuring Side Channels & Mid Channel Bars v1.0"", ""Characterizing Stream Morphology and In-Stream Habitat - Thalweg Profile v1.0"", ""Characterizing Riparian Vegetation Structure v1.0"", ""Download of surface water data collected at streamgaging stations from NWIS v1.0"", ""Method for Photo Documentation v1.0"", ""Physical Habitat: Human Influence v1.0"", ""Standard Operating Procedures for Continuous Temperature Monitoring of Fresh Water Rivers and Streams. v1.0"", ""Benthic Macroinvertebrates v1.0"", ""Measuring Gradient v1.0"", ""Measuring Substrate v1.0"", ""Ecosystem Diagnosis and Treatment (EDT) v1.0""]"
